,description_id,listing_id,tag
10400,55875,3549,AWS
10401,55876,3549,Hbase
10402,55876,3549,NoSQL
10403,55876,3549,SQL
10404,55877,3549,AWS
10405,55883,3549,Hive
10406,55883,3549,Scala
10407,55883,3549,Spark
10408,55884,3549,Hadoop
10409,55884,3549,OOP
10410,55886,3549,ETL
10411,55887,3549,NoSQL
10412,55887,3549,SQL
10413,55888,3549,Docker
10414,55888,3549,Git
10415,55888,3549,Kubernetes
10416,55892,3549,AWS
10417,55898,3550,Git
10418,55913,3551,Scala
10419,55922,3551,ETL
10420,55922,3551,Java
10421,55925,3552,Scala
10422,55925,3552,Spark
10423,55929,3553,Java
10424,55931,3553,SQL
10425,55942,3555,Python
10426,55944,3555,SQL
10427,55944,3555,postgresql
10428,55984,3555,OOP
10429,55989,3556,Linux
10430,55993,3556,Python
10431,55996,3556,Git
10432,55999,3556,Linux
10433,56000,3556,Testing
10434,56005,3556,Excel
10435,56022,3557,Linux
10436,56023,3557,Linux
10437,56023,3557,Python
10438,56030,3557,Scala
10439,56033,3557,Linux
10440,56036,3557,Linux
10441,56040,3557,Git
10442,56041,3557,Linux
10443,56056,3558,Scala
10444,56059,3558,Git
10445,56059,3558,Linux
10446,56059,3558,Python
10447,56059,3558,Shell
10448,56083,3559,Python
10449,56087,3559,Linux
10450,56087,3559,MySQL
10451,56087,3559,Python
10452,56087,3559,SQL
10453,56087,3559,postgresql
